x,y
3319.0,16.0
7247.0,16.0
14705.0,12.0
15997.0,12.0
21348.0,9.0
26835.0,11.0
27687.0,11.0
40729.0,7.0
45282.0,8.0
44105.0,0.0
29059.0,0.0
25043.0,0.0
24990.0,0.0
24368.0,0.0
23257.0,0.0
22039.0,0.0
20638.0,0.0
16654.0,0.0
15708.0,0.0
14786.0,0.0
14462.0,0.0
14339.0,0.0
12770.0,0.0
10468.0,0.0
8487.0,0.0
7422.0,0.0
7282.0,0.0
7156.0,0.0
7064.0,0.0
6278.0,0.0
6235.0,0.0
6096.0,0.0
6035.0,0.0
6030.0,0.0
5655.0,0.0
5324.0,0.0
4940.0,0.0
4933.0,0.0
4819.0,0.0
4794.0,0.0
4408.0,0.0
4370.0,0.0
4260.0,0.0
4150.0,0.0
4044.0,0.0
3901.0,0.0
3585.0,0.0
3465.0,0.0
3138.0,0.0
3003.0,0.0
2982.0,0.0
2401.0,0.0
2083.0,0.0
1565.0,0.0
1372.0,0.0
1284.0,0.0
906.0,0.0
870.0,0.0
763.0,0.0
751.0,0.0
736.0,0.0
707.0,0.0
593.0,0.0
422.0,0.0
316.0,0.0
266.0,0.0
223.0,0.0
204.0,0.0
123.0,0.0
109.0,0.0
101.0,0.0
0.0,0.0
0.0,7.0
0.0,8.0
321.0,12.0
3319.0,16.0
