x,y
25764.0,0.0
25398.0,0.0
25374.0,0.0
25346.0,0.0
25278.0,0.0
25101.0,0.0
25096.0,0.0
24740.0,0.0
24648.0,0.0
24638.0,0.0
24464.0,0.0
24439.0,0.0
24082.0,0.0
24010.0,0.0
23978.0,0.0
23967.0,0.0
23839.0,0.0
23790.0,0.0
23757.0,0.0
23744.0,0.0
23742.0,0.0
23706.0,0.0
23642.0,0.0
23540.0,0.0
23466.0,0.0
23404.0,0.0
23368.0,0.0
23219.0,0.0
23110.0,0.0
23090.0,0.0
23084.0,0.0
23018.0,0.0
23017.0,0.0
22893.0,0.0
22878.0,0.0
22837.0,0.0
22808.0,0.0
22798.0,0.0
22699.0,0.0
22594.0,0.0
22546.0,0.0
22452.0,0.0
22312.0,0.0
22236.0,0.0
22199.0,0.0
22187.0,0.0
21793.0,0.0
21751.0,0.0
21676.0,0.0
21442.0,0.0
21403.0,0.0
21362.0,0.0
21293.0,0.0
21068.0,0.0
20990.0,0.0
20852.0,0.0
20846.0,0.0
20723.0,0.0
20643.0,0.0
20612.0,0.0
20564.0,0.0
20527.0,0.0
20495.0,0.0
20298.0,0.0
20099.0,0.0
19634.0,0.0
19314.0,0.0
19201.0,0.0
18952.0,5.0
19821.0,15.0
20708.0,11.0
21158.0,13.0
21249.0,14.0
21805.0,12.0
22068.0,11.0
22766.0,16.0
23210.0,10.0
24443.0,6.0
25463.0,8.0
26156.0,3.0
26834.0,5.0
27742.0,4.0
28448.0,0.0
28195.0,0.0
27749.0,0.0
27340.0,0.0
27190.0,0.0
27065.0,0.0
26984.0,0.0
26881.0,0.0
26863.0,0.0
26771.0,0.0
26639.0,0.0
26477.0,0.0
26376.0,0.0
26348.0,0.0
26344.0,0.0
26290.0,0.0
26078.0,0.0
25977.0,0.0
25947.0,0.0
25819.0,0.0
25764.0,0.0
